iteration	traits	posterior_prob	regional_prob	candidate_snp	posterior_explained_by_snp	dropped_trait
3	mch, mcv	1	1	6:26093141	1	NA
4	hct, hgb	1	1	6:25842951	1	NA
1	hlr, hlr_p, Klarin_LDL, Klarin_TC, mchc, rdw, ret, ret_p	0.9979	1	6:26093141	1	NA
3	mch, mcv	1	1	6:26093141	1	NA
4	hct, hgb	1	1	6:25842951	1	NA
1	hlr, hlr_p, Klarin_LDL, Klarin_TC, mchc, rdw, ret, ret_p	0.9979	1	6:26093141	1	NA
3	mch, mcv	1	1	6:26093141	1	NA
4	hct, hgb	1	1	6:25842951	1	NA
1	hlr, hlr_p, Klarin_LDL, Klarin_TC, mchc, rdw, ret, ret_p	0.9979	1	6:26093141	1	NA
3	mch, mcv	1	1	6:26093141	1	NA
4	hct, hgb	1	1	6:25842951	1	NA
1	hlr, hlr_p, Klarin_LDL, Klarin_TC, mchc, rdw, ret, ret_p	0.9979	1	6:26093141	1	NA
3	mch, mcv	1	1	6:26093141	1	NA
4	hct, hgb	1	1	6:25842951	1	NA
1	hlr, hlr_p, Klarin_LDL, Klarin_TC, mchc, rdw, ret, ret_p	0.9979	1	6:26093141	1	NA
3	mch, mcv	1	1	6:26093141	1	NA
4	hct, hgb	1	1	6:25842951	1	NA
1	hlr, hlr_p, Klarin_LDL, Klarin_TC, mchc, rdw, ret, ret_p	0.9979	1	6:26093141	1	NA
3	mch, mcv	1	1	6:26093141	1	NA
4	hct, hgb	1	1	6:25842951	1	NA
1	hlr, hlr_p, Klarin_LDL, Klarin_TC, mchc, rdw, ret, ret_p	0.9979	1	6:26093141	1	NA
3	mch, mcv	1	1	6:26093141	1	NA
4	hct, hgb	1	1	6:25842951	1	NA
3	mch, mcv	1	1	6:26093141	1	NA
4	DepAffect, SCZ, UKBB_sbp, Worry	0.8084	0.9441	6:26114702	0.6803	NA
3	mch, mcv	1	1	6:26093141	1	NA
4	DepAffect, SCZ, UKBB_sbp, Worry	0.8084	0.9441	6:26114702	0.6803	NA
3	mch, mcv	1	1	6:26093141	1	NA
4	DepAffect, SCZ, UKBB_sbp, Worry	0.8085	0.9441	6:26114702	0.6803	NA
3	mch, mcv	1	1	6:26093141	1	NA
4	DepAffect, SCZ, UKBB_sbp, Worry	0.8086	0.9441	6:26114702	0.6803	NA
3	mch, mcv	1	1	6:26093141	1	NA
4	DepAffect, SCZ, UKBB_sbp, Worry	0.8085	0.9441	6:26114702	0.6803	NA
3	mch, mcv	1	1	6:26093141	1	NA
4	DepAffect, SCZ, UKBB_sbp, Worry	0.8084	0.9441	6:26114702	0.6803	NA
3	mch, mcv	1	1	6:26093141	1	NA
4	DepAffect, SCZ, UKBB_sbp, Worry	0.8083	0.9441	6:26114702	0.6803	NA
3	mch, mcv	1	1	6:26093141	1	NA
4	DepAffect, SCZ, UKBB_sbp, Worry	0.808	0.9441	6:26114702	0.6803	NA
6	pdw, plt	0.7364	0.8187	6:26104632	0.7084	NA
3	Klarin_TG, lymph, mono, wbc	0.9697	1	6:26407482	0.9991	NA
3	Klarin_TG, lymph, mono, wbc	0.9697	1	6:26407482	0.9991	NA
3	Klarin_TG, lymph, mono, wbc	0.9697	1	6:26407482	0.9991	NA
3	Klarin_TG, lymph, mono, wbc	0.9565	1	6:26426856	0.4376	NA
9	DepAffect, Worry	0.8478	0.8899	6:26104057	0.1311	NA
2	Klarin_TG, lymph, mono, wbc	0.9847	1	6:26441640	1	NA
7	plt, UKBB_sbp	0.9587	0.9998	6:26104632	0.7599	NA
2	Klarin_TG, lymph, mono, wbc	0.9847	1	6:26441640	1	NA
7	plt, UKBB_sbp	0.9587	0.9998	6:26104632	0.7599	NA
2	Klarin_TG, lymph, mono, wbc	0.9847	1	6:26441640	1	NA
7	plt, UKBB_sbp	0.9587	0.9998	6:26104632	0.7599	NA
2	Klarin_TG, lymph, mono, wbc	0.9847	1	6:26441640	1	NA
7	plt, UKBB_sbp	0.9587	0.9998	6:26104632	0.7599	NA
2	Klarin_TG, lymph, mono, wbc	0.9847	1	6:26441640	1	NA
7	plt, UKBB_sbp	0.9587	0.9998	6:26104632	0.7599	NA
2	Klarin_TG, lymph, mono, wbc	0.9847	1	6:26441640	1	NA
7	plt, UKBB_sbp	0.9587	0.9998	6:26104632	0.7599	NA
2	Klarin_TG, lymph, mono, wbc	0.9811	1	6:26441640	1	NA
7	plt, UKBB_sbp	0.9587	0.9998	6:26104632	0.7599	NA
2	Klarin_TG, lymph, mono, wbc	0.9811	1	6:26441640	1	NA
7	plt, UKBB_sbp	0.9587	0.9998	6:26104632	0.7599	NA
2	Klarin_TG, lymph, mono, wbc	0.9811	1	6:26441640	1	NA
7	plt, UKBB_sbp	0.9587	0.9998	6:26104632	0.7599	NA
2	Klarin_TG, lymph, mono, wbc	0.9792	1	6:26441640	1	NA
7	plt, UKBB_sbp	0.9587	0.9998	6:26104632	0.7599	NA
1	hct, hgb, hlr, hlr_p, mchc, rdw, ret, ret_p	1	1	6:26093141	1	NA
2	Klarin_TG, lymph, mono, wbc	0.9723	1	6:26441640	0.8029	NA
8	pct, plt, UKBB_sbp	0.9658	0.9998	6:26104632	0.8843	NA
1	hct, hgb, hlr, hlr_p, mchc, rdw, ret, ret_p	1	1	6:26093141	1	NA
2	Klarin_TG, lymph, mono, wbc	0.9723	1	6:26441640	0.8029	NA
8	pct, plt, UKBB_sbp	0.9658	0.9998	6:26104632	0.8843	NA
2	hlr, hlr_p, ret, ret_p	1	1	6:26500563	1	NA
3	Klarin_TG, lymph, mono, wbc	0.9722	1	6:26441640	0.8029	NA
7	pdw, rdw	0.8488	0.8514	6:26135499	0.6003	NA
9	DepAffect, UKBB_sbp	0.875	0.8816	6:26127759	0.5009	NA
2	hlr, hlr_p, ret, ret_p	1	1	6:26500563	1	NA
3	Klarin_TG, lymph, mono, wbc	0.9722	1	6:26441640	0.8029	NA
7	pdw, rdw, UKBB_sbp	0.8926	0.9006	6:26135499	0.5892	NA
2	Klarin_TG, lymph, mono, wbc	0.9722	1	6:26441640	0.8029	NA
3	hlr, hlr_p, ret, ret_p	1	1	6:26500563	1	NA
2	Klarin_TG, lymph, mono, wbc	0.9722	1	6:26441640	0.8029	NA
3	hlr, hlr_p, ret, ret_p	1	1	6:26500563	1	NA
2	Klarin_TG, lymph, mono, wbc	0.9722	1	6:26441640	0.8029	NA
3	hlr, hlr_p, ret, ret_p	1	1	6:26500563	1	NA
2	Klarin_TG, lymph, mono, wbc	0.9722	1	6:26441640	0.8029	NA
3	hlr, hlr_p, ret, ret_p	1	1	6:26500563	1	NA
2	Klarin_TG, lymph, mono, wbc	0.9722	1	6:26441640	0.8029	NA
3	hlr, hlr_p, ret, ret_p	1	1	6:26500563	1	NA
2	Klarin_TG, lymph, mono, wbc	0.9722	1	6:26441640	0.8029	NA
3	hlr, hlr_p, ret, ret_p	1	1	6:26500563	1	NA
2	Klarin_TG, lymph, mono, wbc	0.9722	1	6:26441640	0.8029	NA
3	hlr, hlr_p, ret, ret_p	1	1	6:26500563	1	NA
2	Klarin_TG, lymph, mono, wbc	0.9722	1	6:26441640	0.8029	NA
3	hlr, hlr_p, ret, ret_p	1	1	6:26500563	1	NA
2	Klarin_TG, lymph, mono, wbc	0.9722	1	6:26441640	0.8029	NA
3	hlr, hlr_p, ret, ret_p	1	1	6:26500563	1	NA
2	Klarin_TG, lymph, mono, wbc	0.9722	1	6:26441640	0.8029	NA
3	hlr, hlr_p, ret, ret_p	1	1	6:26500563	1	NA
2	Klarin_TG, lymph, mono, wbc	0.9722	1	6:26441640	0.8029	NA
3	hlr, hlr_p, ret, ret_p	1	1	6:26500563	1	NA
2	Klarin_TG, lymph, mono, wbc	0.9722	1	6:26441640	0.8029	NA
3	hlr, hlr_p, ret, ret_p	1	1	6:26500563	1	NA
2	Klarin_TG, lymph, mono, wbc	0.9722	1	6:26441640	0.8029	NA
3	hlr, hlr_p, ret, ret_p	1	1	6:26500563	1	NA
1	hct, hgb, mch, mchc, mcv, rdw	0.981	1	6:26328365	1	NA
2	hlr, hlr_p, ret, ret_p	1	1	6:26500563	1	NA
3	Klarin_TG, lymph, mono, wbc	0.9723	1	6:26441640	0.8029	NA
1	hct, hgb, hlr, hlr_p, mch, mchc, mcv, rdw, ret, ret_p	1	1	6:26500563	1	NA
2	Klarin_TG, lymph, mono, wbc	0.9723	1	6:26441640	0.8029	NA
1	hct, hgb, hlr, hlr_p, mchc, mcv, rdw, ret, ret_p	1	1	6:26500563	1	NA
3	eo_p, eo_p_gran, gran, lymph, myeloid_wbc, neut_eo_sum, neut_p_gran, wbc	0.9591	0.9749	6:26441640	0.9352	NA
1	hct, hgb, hlr, hlr_p, mchc, mcv, rdw, ret, ret_p	1	1	6:26500563	1	NA
3	mpv, SCZ	0.9029	0.9202	6:26975690	1	NA
3	hgb, hlr, hlr_p, mch, mchc, mcv, rdw, ret, ret_p	1	1	6:27037080	1	NA
4	Klarin_TG, lymph, mono, wbc	0.9976	0.9999	6:26942027	1	NA
5	mpv, SCZ	0.9157	0.9353	6:27066163	0.9992	NA
3	hgb, hlr, hlr_p, mch, mchc, mcv, rdw, ret, ret_p	1	1	6:27037080	1	NA
4	Klarin_TG, lymph, mono, wbc	0.9976	0.9999	6:26942027	1	NA
5	mpv, SCZ	0.9158	0.9353	6:27066163	0.9992	NA
3	hgb, hlr, hlr_p, mch, mchc, mcv, rdw, ret, ret_p	1	1	6:27037080	1	NA
4	Klarin_TG, lymph, mono, wbc	0.9976	0.9999	6:26942027	1	NA
5	mpv, SCZ	0.9158	0.9353	6:27066163	0.9992	NA
3	hgb, hlr, hlr_p, mch, mchc, mcv, rdw, ret, ret_p	1	1	6:27037080	1	NA
4	Klarin_TG, lymph, mono, wbc	0.9975	0.9999	6:26942027	1	NA
5	mpv, SCZ	0.9157	0.9353	6:27066163	0.9992	NA
3	hgb, hlr, hlr_p, mch, mchc, mcv, rdw, ret, ret_p	1	1	6:27037080	1	NA
4	Klarin_TG, lymph, mono, wbc	0.9975	0.9999	6:26942027	1	NA
5	mpv, SCZ	0.9157	0.9353	6:27066163	0.9992	NA
3	hgb, hlr, hlr_p, mch, mchc, mcv, rdw, ret, ret_p	1	1	6:27037080	1	NA
4	Klarin_TG, lymph, mono, wbc	0.9974	0.9999	6:26942027	1	NA
5	mpv, SCZ	0.9154	0.9353	6:27066163	0.9992	NA
3	hgb, hlr, hlr_p, mch, mchc, mcv, rdw, ret, ret_p	1	1	6:27037080	1	NA
4	lymph, mono	0.7831	1	6:26942027	0.8644	NA
3	hgb, hlr, hlr_p, mch, mchc, mcv, rdw, ret, ret_p	1	1	6:27037080	1	NA
4	lymph, mono	0.7831	1	6:26942027	0.8644	NA
3	hgb, hlr, hlr_p, mch, mchc, mcv, rdw, ret, ret_p	1	1	6:27037080	1	NA
4	lymph, mono	0.7831	1	6:26942027	0.8644	NA
1	bipolar, SCZ, uc	0.759	0.7688	6:27356527	1	NA
5	mpv, plt	0.8131	0.8139	6:27476327	1	NA
1	bipolar, SCZ, uc	0.7591	0.7688	6:27356527	1	NA
5	mpv, plt	0.816	0.8167	6:27476327	1	NA
1	bipolar, SCZ, uc	0.7589	0.7688	6:27356527	1	NA
4	mpv, plt	0.8201	0.8207	6:27476327	1	NA
1	bipolar, SCZ, uc	0.7588	0.7688	6:27356527	1	NA
2	gran_p_myeloid_wbc, hgb, hlr, hlr_p, Klarin_LDL, Klarin_TC, mch, mchc, mcv, mono_p, rbc, rdw, ret, ret_p	0.8248	0.8379	6:27586230	1	NA
4	eo_p, eo_p_gran	0.9996	1	6:27491299	0.9977	NA
5	mpv, plt	0.8379	0.838	6:27476327	1	NA
1	bipolar, SCZ, uc	0.7588	0.7688	6:27356527	1	NA
2	gran_p_myeloid_wbc, hgb, hlr, hlr_p, Klarin_LDL, Klarin_TC, mch, mchc, mcv, mono_p, rbc, rdw, ret, ret_p	0.8248	0.8379	6:27586230	1	NA
4	eo_p, eo_p_gran	0.9996	1	6:27491299	0.9977	NA
5	mpv, plt	0.8382	0.8383	6:27476327	1	NA
1	bipolar, SCZ, uc	0.7584	0.7688	6:27356527	1	NA
2	gran_p_myeloid_wbc, hgb, hlr, hlr_p, Klarin_LDL, Klarin_TC, mch, mchc, mcv, mono_p, rbc, rdw, ret, ret_p	0.8239	0.8379	6:27586230	1	NA
4	eo_p, eo_p_gran	0.999	1	6:27491299	0.9936	NA
5	mpv, plt	0.8383	0.8384	6:27476327	1	NA
1	bipolar, SCZ, uc	0.7583	0.7688	6:27356527	1	NA
2	gran_p_myeloid_wbc, hgb, hlr, hlr_p, Klarin_LDL, Klarin_TC, mch, mchc, mcv, mono_p, rbc, rdw, ret, ret_p	0.8239	0.8379	6:27586230	1	NA
4	eo_p, eo_p_gran	0.999	1	6:27491299	0.9936	NA
5	mpv, plt	0.8382	0.8383	6:27476327	1	NA
1	bipolar, SCZ, uc	0.758	0.7688	6:27356527	1	NA
2	gran_p_myeloid_wbc, hgb, hlr, hlr_p, Klarin_LDL, Klarin_TC, mch, mchc, mcv, mono_p, rbc, rdw, ret, ret_p	0.7482	0.8379	6:27586230	1	NA
4	mpv, plt	0.749	0.7538	6:27745714	0.7172	NA
1	bipolar, SCZ, uc	0.7605	0.7688	6:27356527	1	NA
5	mpv, plt	0.749	0.7538	6:27745714	0.7172	NA
3	hgb, hlr, hlr_p, mch, mchc, mcv, rdw, ret, ret_p	0.9954	1	6:27586230	1	NA
4	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, wbc	0.9992	1	6:27868792	1	NA
9	gran_p_myeloid_wbc, Klarin_LDL, mono_p	0.7352	0.7394	6:27941387	0.9832	NA
10	mpv, plt	0.7422	0.751	6:27745714	0.5926	NA
3	hgb, hlr, hlr_p, mch, mchc, mcv, rdw, ret, ret_p	0.9954	1	6:27586230	1	NA
4	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, wbc	0.9992	1	6:27868792	1	NA
9	gran_p_myeloid_wbc, Klarin_LDL, mono_p	0.7352	0.7394	6:27941387	0.9832	NA
10	mpv, plt	0.7422	0.751	6:27745714	0.5926	NA
3	hgb, hlr, hlr_p, mch, mchc, mcv, rdw, ret, ret_p	0.9954	1	6:27586230	1	NA
4	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, wbc	0.9992	1	6:27868792	1	NA
9	gran_p_myeloid_wbc, Klarin_LDL, mono_p	0.7351	0.7394	6:27941387	0.9832	NA
10	mpv, plt	0.7422	0.751	6:27745714	0.5926	NA
1	baso_neut_sum, gran, hct, mono, myeloid_wbc, neut, neut_eo_sum, Asthma	0.7403	0.9987	6:28017250	0.9649	NA
4	mch, mchc, mcv, rdw	1	1	6:27586230	1	NA
5	lymph, wbc	0.9822	1	6:28017250	0.5646	NA
1	baso_neut_sum, gran, hct, mono, myeloid_wbc, neut, neut_eo_sum, Asthma	0.7403	0.9987	6:28017250	0.9649	NA
4	mch, mchc, mcv, rdw	1	1	6:27586230	1	NA
5	lymph, wbc	0.9822	1	6:28017250	0.5646	NA
1	baso_neut_sum, gran, hct, mono, myeloid_wbc, neut, neut_eo_sum, Asthma	0.7829	0.9996	6:28060239	0.9791	NA
4	mch, mchc, mcv, rdw	1	1	6:27586230	1	NA
5	lymph, wbc	0.9785	1	6:28060239	0.5457	NA
1	bipolar, SCZ	1	1	6:28096280	1	NA
2	gran_p_myeloid_wbc, hgb, hlr, hlr_p, Klarin_LDL, Klarin_TC, mch, mchc, mcv, mono_p, plt, rdw, ret, ret_p	0.7372	0.7572	6:27941387	1	NA
1	bipolar, SCZ	1	1	6:28096280	1	NA
2	gran_p_myeloid_wbc, hgb, hlr, hlr_p, Klarin_LDL, Klarin_TC, mch, mchc, mcv, mono_p, plt, rdw, ret, ret_p	0.7372	0.7572	6:27941387	1	NA
1	bipolar, SCZ	1	1	6:28096280	1	NA
2	gran_p_myeloid_wbc, hgb, hlr, hlr_p, Klarin_LDL, Klarin_TC, mch, mchc, mcv, mono_p, plt, rdw, ret, ret_p	0.7371	0.7572	6:27941387	1	NA
1	hct, mono, myeloid_wbc, Asthma	0.7113	0.9987	6:28306671	0.8163	NA
2	hgb, ret	0.9996	1	6:27941387	1	NA
5	lymph, wbc	0.9811	1	6:28306671	0.4822	NA
1	hct, mono, myeloid_wbc, Asthma	0.7113	0.9987	6:28306671	0.8163	NA
2	hgb, ret	0.9996	1	6:27941387	1	NA
5	lymph, wbc	0.9811	1	6:28306671	0.4822	NA
1	bipolar, SCZ	1	1	6:28408258	1	NA
2	baso, baso_neut_sum, crohns, DepSx, eo_p, eo_p_gran, gran, hct, hgb, Klarin_TC, Klarin_TG, lymph, lymph_p, mono, myeloid_wbc, neut, neut_eo_sum, neut_p, neut_p_gran, rbc, wbc, Worry, Asthma	0.7066	0.9045	6:28349698	0.9998	NA
3	gran_p_myeloid_wbc, hlr, hlr_p, Klarin_LDL, mch, mchc, mcv, mono_p, rdw, ret_p	0.8169	0.8875	6:28416034	0.9397	NA
5	ibd, uc	0.9768	0.9827	6:28465355	0.7104	NA
6	mpv, plt	0.8953	0.8959	6:28044756	1	NA
1	bipolar, SCZ	1	1	6:28408258	1	NA
1	bipolar, SCZ	1	1	6:28408258	1	NA
1	bipolar, SCZ	1	1	6:28408258	1	NA
1	bipolar, SCZ	1	1	6:28408258	1	NA
1	bipolar, SCZ	1	1	6:28408258	1	NA
1	bipolar, SCZ	1	1	6:28408258	1	NA
4	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, wbc	0.9999	1	6:28622914	1	NA
1	bipolar, SCZ	1	1	6:28408258	1	NA
4	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, wbc	0.9993	1	6:28622914	1	NA
1	bipolar, SCZ	1	1	6:28408258	1	NA
7	ibd, uc	0.9469	0.9681	6:28465355	0.6127	NA
2	hgb, hlr, hlr_p, mchc, ret, ret_p	0.9047	1	6:28489279	1	NA
3	lymph, mono	0.9427	1	6:28897980	0.2543	NA
5	mch, mcv, rdw	1	1	6:28785085	1	NA
9	gran_p_myeloid_wbc, Klarin_LDL, mono_p	0.8728	0.9697	6:28489279	0.8537	NA
2	hgb, hlr, hlr_p, mchc, ret, ret_p	0.9047	1	6:28489279	1	NA
3	mcv, rdw	1	1	6:28785085	1	NA
4	lymph, mono	0.969	1	6:28948092	0.7054	NA
7	Klarin_LDL, mch	0.9491	0.9895	6:28785085	1	NA
12	gran_p_myeloid_wbc, mono_p	0.9306	0.9333	6:28785085	0.6184	NA
2	hgb, hlr, hlr_p, mchc, ret, ret_p	0.9047	1	6:28489279	1	NA
3	mcv, rdw	1	1	6:28785085	1	NA
4	lymph, mono	0.9646	1	6:28948092	0.692	NA
6	eo_p, eo_p_gran, Klarin_TC, neut_p_gran	0.7131	0.9967	6:28734676	0.6347	NA
11	ibd, uc	0.9478	0.9683	6:28465355	0.6127	NA
2	hgb, hlr, hlr_p, mchc, ret, ret_p	0.9047	1	6:28489279	1	NA
3	mcv, rdw	1	1	6:28785085	1	NA
4	lymph, mono	0.9646	1	6:28948092	0.692	NA
6	eo_p, eo_p_gran, Klarin_TC, neut_p_gran	0.7131	0.9967	6:28734676	0.6347	NA
11	ibd, uc	0.9478	0.9683	6:28465355	0.6127	NA
2	hgb, hlr, hlr_p, mchc, ret, ret_p	0.9047	1	6:28489279	1	NA
3	mcv, rdw	1	1	6:28785085	1	NA
4	lymph, mono	0.9646	1	6:28948092	0.692	NA
6	eo_p, eo_p_gran, Klarin_TC, neut_p_gran	0.7131	0.9967	6:28734676	0.6347	NA
11	ibd, uc	0.9478	0.9683	6:28465355	0.6127	NA
2	hgb, hlr, hlr_p, mchc, ret, ret_p	0.9047	1	6:28489279	1	NA
3	mcv, rdw	1	1	6:28785085	1	NA
4	lymph, mono	0.9646	1	6:28948092	0.692	NA
6	eo_p, eo_p_gran, Klarin_TC, neut_p_gran	0.7131	0.9967	6:28734676	0.6347	NA
11	ibd, uc	0.9478	0.9683	6:28465355	0.6127	NA
1	hgb, hlr, hlr_p, mch, mchc, mcv, rdw, ret, ret_p	0.9997	1	6:28785085	1	NA
3	lymph, mono	0.9489	1	6:29031142	0.6152	NA
8	gran_p_myeloid_wbc, Klarin_LDL, mono_p, plt	0.7378	0.7583	6:28785085	1	NA
1	hgb, hlr, hlr_p, mch, mchc, mcv, rdw, ret, ret_p	0.9997	1	6:28785085	1	NA
3	lymph, mono	0.9489	1	6:29031142	0.6152	NA
8	gran_p_myeloid_wbc, Klarin_LDL, mono_p, plt	0.7378	0.7583	6:28785085	1	NA
1	hgb, hlr, hlr_p, mch, mchc, mcv, rdw, ret, ret_p	0.9997	1	6:28785085	1	NA
3	lymph, mono	0.9422	1	6:29031142	0.4927	NA
8	gran_p_myeloid_wbc, Klarin_LDL, mono_p, plt	0.7376	0.7583	6:28785085	1	NA
1	hgb, hlr, hlr_p, mch, mchc, mcv, rdw, ret, ret_p	0.9997	1	6:28785085	1	NA
3	lymph, mono	0.9422	1	6:29031142	0.4927	NA
8	gran_p_myeloid_wbc, Klarin_LDL, mono_p, plt	0.7376	0.7583	6:28785085	1	NA
1	hgb, hlr, hlr_p, Klarin_LDL, mch, mchc, mcv, rdw, ret, ret_p	0.9941	0.9987	6:28785085	1	NA
3	lymph, mono	0.9338	1	6:29031142	0.3351	NA
1	hgb, hlr, hlr_p, Klarin_LDL, mch, mchc, mcv, rdw, ret, ret_p	0.9941	0.9987	6:28785085	1	NA
3	lymph, mono	0.9338	1	6:29031142	0.3351	NA
1	hgb, hlr, hlr_p, mch, mchc, mcv, ret, ret_p	0.9997	1	6:28785085	1	NA
3	lymph, mono	0.9324	1	6:29031142	0.276	NA
7	gran_p_myeloid_wbc, Klarin_LDL, mono_p, plt, rdw	0.787	0.8055	6:28785085	1	NA
1	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, wbc, Asthma	0.7903	0.9895	6:29303364	0.651	NA
2	hct, hgb, lymph, mono, ret, ret_p	0.7558	1	6:29283672	0.4523	NA
3	mch, mcv	1	1	6:29081161	1	NA
8	mchc, mpv, plt, rdw	0.8987	0.9026	6:29141743	1	NA
9	DepAffect, Klarin_LDL	0.9705	0.9867	6:28863483	0.3991	NA
1	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, wbc, Asthma	0.7901	0.9895	6:29303364	0.651	NA
2	hct, hgb, lymph, mono, ret, ret_p	0.7558	1	6:29283672	0.4523	NA
3	mch, mcv	1	1	6:29081161	1	NA
8	mchc, mpv, plt, rdw	0.8987	0.9026	6:29141743	1	NA
9	DepAffect, Klarin_LDL	0.9705	0.9867	6:28863483	0.3991	NA
1	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, wbc, Asthma	0.8155	0.9894	6:29303364	0.6445	NA
2	hct, hgb, lymph, mono, ret, ret_p	0.7745	1	6:29283672	0.4524	NA
3	mch, mcv	1	1	6:29081161	1	NA
8	mchc, mpv, plt, rdw	0.8987	0.9026	6:29141743	1	NA
17	mch, mcv, rdw	0.8398	0.9415	6:3144113	0.7341	NA
2	mch, mchc, mcv	0.9886	1	6:29081161	0.9999	NA
4	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, Asthma	0.8026	0.9871	6:29303364	0.6089	NA
6	baso, DepSx, hlr, hlr_p, Klarin_TG, rbc, ret, ret_p, Worry	0.8842	0.9916	6:29356687	0.9966	NA
7	mpv, plt	0.9905	0.9981	6:29362756	0.3693	NA
8	hct, hgb	0.9667	1	6:29159629	0.2205	NA
2	mch, mchc, mcv	0.9886	1	6:29081161	0.9999	NA
4	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, Asthma	0.8048	0.9871	6:29303364	0.6089	NA
6	baso, DepSx, hlr, hlr_p, Klarin_TG, rbc, ret, ret_p, Worry	0.8851	0.9916	6:29356687	0.9966	NA
7	mpv, plt	0.9905	0.9981	6:29362756	0.3693	NA
8	hct, hgb	0.9676	1	6:29159629	0.221	NA
2	mch, mchc, mcv	0.9886	1	6:29081161	0.9999	NA
4	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, Asthma	0.807	0.9871	6:29303364	0.6089	NA
6	baso, DepSx, hlr, hlr_p, Klarin_TG, rbc, ret, ret_p, Worry	0.9087	0.99	6:29411432	0.9552	NA
7	mpv, plt	0.9897	0.998	6:29362756	0.3675	NA
8	hct, hgb	0.9697	1	6:29159629	0.2245	NA
2	mch, mchc, mcv	0.9886	1	6:29081161	0.9999	NA
4	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, Asthma	0.8147	0.9871	6:29303364	0.6089	NA
6	baso, DepSx, hlr, hlr_p, Klarin_TG, rbc, ret, ret_p, Worry	0.8926	0.9904	6:29411432	0.7454	NA
7	mpv, plt	0.9897	0.998	6:29362756	0.3675	NA
8	hct, hgb	0.9733	1	6:29159629	0.2318	NA
2	mch, mchc, mcv	0.9886	1	6:29081161	0.9999	NA
4	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, Asthma	0.8178	0.9871	6:29303364	0.6089	NA
5	hct, hgb, ret	0.9535	1	6:29477821	0.9849	NA
8	hlr_p, rdw	0.9866	1	6:29473501	0.9733	NA
9	mpv, plt	0.9897	0.998	6:29362756	0.3675	NA
2	mch, mchc, mcv	0.9886	1	6:29081161	0.9999	NA
4	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, Asthma	0.8178	0.9871	6:29303364	0.6089	NA
5	hct, hgb, ret	0.9535	1	6:29477821	0.9849	NA
8	hlr_p, rdw	0.9866	1	6:29473501	0.9733	NA
9	mpv, plt	0.9897	0.998	6:29362756	0.3675	NA
2	mch, mchc, mcv	0.9886	1	6:29081161	0.9999	NA
4	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, Asthma	0.8206	0.9871	6:29303364	0.6089	NA
5	hct, hgb, ret	0.9541	1	6:29477821	0.9849	NA
8	hlr_p, rdw	0.9866	1	6:29473501	0.9733	NA
9	mpv, plt	0.9897	0.998	6:29362756	0.3675	NA
2	mch, mchc, mcv	0.9886	1	6:29081161	0.9999	NA
4	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, Asthma	0.8206	0.9871	6:29303364	0.6089	NA
5	hct, hgb, ret	0.9541	1	6:29477821	0.9849	NA
8	hlr_p, rdw	0.9866	1	6:29473501	0.9733	NA
9	mpv, plt	0.9897	0.998	6:29362756	0.3675	NA
2	mch, mchc, mcv	0.9886	1	6:29081161	0.9999	NA
4	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, Asthma	0.8293	0.9871	6:29303364	0.6089	NA
8	mpv, plt	0.9897	0.998	6:29362756	0.3675	NA
2	mch, mchc, mcv	0.9886	1	6:29081161	0.9999	NA
4	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, ret, ret_p, Asthma	0.7109	0.9876	6:29559238	1	NA
7	hlr_p, rdw	0.9754	1	6:29473501	0.9664	NA
8	hct, hgb	0.9891	1	6:29477821	0.7529	NA
9	mpv, plt	0.9897	0.998	6:29362756	0.3675	NA
2	mch, mchc, mcv	1	1	6:29141743	1	NA
4	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, ret, ret_p, Asthma	0.7129	0.9876	6:29559238	1	NA
5	hct, hgb	0.9891	1	6:29477821	0.7529	NA
8	hlr_p, rdw	0.9754	1	6:29473501	0.9664	NA
9	mpv, plt	0.9897	0.998	6:29362756	0.3675	NA
2	mch, mchc, mcv	1	1	6:29141743	1	NA
4	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, ret, ret_p, Asthma	0.7152	0.9876	6:29559238	1	NA
5	hct, hgb	0.9904	1	6:29477821	0.766	NA
